"CN","PLT_CN","PREV_SIT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CONDID","TREE","SPCD","DIA","HT","AGEDIA","SPGRPCD","SITREE","SIBASE","SUBP","AZIMUTH","DIST","METHOD","SITREE_EST","VALIDCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE"
"673528010497","29881121010497","",2009,6,2,93,55316,1,4,202,24.8,153,163,10,67,50,4,324,54.5,2,,1,"",2010-05-27,"10497","",2016-12-15,"489998",5,9
"177195526020004","30762010020004","",2012,6,5,19,84427,2,927,108,19.5,72,130,21,66,100,3,98,62.1,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177195617020004","30762011020004","",2012,6,5,19,93972,1,1,116,10.4,35,81,11,41,50,1,45,71.3,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177195618020004","30762011020004","",2012,6,5,19,93972,1,2,116,11.5,21,65,11,34,50,1,175,28.3,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177195619020004","30762011020004","",2012,6,5,19,93972,1,3,116,8.1,25,58,11,44,50,1,224,27,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177185129020004","30761791020004","",2012,6,1,23,89781,1,305,202,17.8,94,47,10,96,100,2,169,21.6,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177185130020004","30761791020004","",2012,6,1,23,89781,1,306,202,22.6,103,54,10,98,100,2,212,24.3,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177185131020004","30761791020004","",2012,6,1,23,89781,1,308,202,14.4,83,32,10,108,100,2,176,46.6,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177185132020004","30761791020004","",2012,6,1,23,89781,1,309,202,22.2,91,38,10,103,100,2,57,60.5,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177185133020004","30761791020004","",2012,6,1,23,89781,1,312,202,17,87,43,10,94,100,2,247,69,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177185134020004","30761791020004","",2012,6,1,23,89781,1,313,202,20.9,94,44,10,99,100,2,252,74,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177195913020004","30762016020004","",2012,6,5,19,84405,1,1008,108,14.4,50,57,21,71,100,1,256,27.1,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177195914020004","30762016020004","",2012,6,5,19,84405,1,1009,108,24.4,60,77,21,71,100,1,267,67.1,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177195910020004","30762016020004","",2012,6,5,19,84405,1,517,108,17,56,79,21,66,100,2,168,5.6,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177195911020004","30762016020004","",2012,6,5,19,84405,1,519,108,14.6,45,58,21,65,100,2,237,17.1,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177195912020004","30762016020004","",2012,6,5,19,84405,1,530,108,12.4,62,64,21,79,100,4,332,12.8,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177287838020004","30762018020004","",2012,6,3,11,68363,1,1,127,25.9,67,87,24,72,50,3,186,43.8,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177287923020004","30762019020004","",2012,6,3,11,97992,2,1,127,13.4,51,67,24,67,50,3,62,46,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177196415020004","30762038020004","",2012,6,2,49,74246,1,1533,15,8.3,55,41,12,53,50,1,185,14.4,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177196416020004","30762038020004","",2012,6,2,49,74246,2,1533,15,8.3,55,41,12,53,50,1,185,14.4,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177196410020004","30762038020004","",2012,6,2,49,74246,1,297,15,18.7,81,60,12,60,50,2,52,19.4,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177196411020004","30762038020004","",2012,6,2,49,74246,2,297,15,18.7,81,60,12,60,50,2,52,19.4,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177196412020004","30762038020004","",2012,6,2,49,74246,1,494,202,16.8,74,41,10,72,50,3,130,7.8,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177196413020004","30762038020004","",2012,6,2,49,74246,2,494,202,16.8,74,41,10,72,50,3,130,7.8,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177196526020004","30762039020004","",2012,6,2,49,79515,1,872,122,17.9,73,59,11,55,50,1,83,50.6,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177196527020004","30762039020004","",2012,6,2,49,79515,2,872,122,17.9,73,59,11,55,50,1,83,50.6,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177196524020004","30762039020004","",2012,6,2,49,79515,1,871,122,20.8,82,73,11,54,50,3,239,31.6,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177196528020004","30762039020004","",2012,6,2,49,79515,1,873,122,15.7,66,62,11,48,50,3,259,64.8,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177196525020004","30762039020004","",2012,6,2,49,79515,2,871,122,20.8,82,73,11,54,50,3,239,31.6,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177196529020004","30762039020004","",2012,6,2,49,79515,2,873,122,15.7,66,62,11,48,50,3,259,64.8,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177177997020004","30761609020004","",2012,6,5,19,56648,1,221,119,24.7,70,153,15,58,100,1,354,54.6,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177177999020004","30761609020004","",2012,6,5,19,56648,1,248,119,18.3,55,158,15,42,100,3,270,14.7,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177177998020004","30761609020004","",2012,6,5,19,56648,1,225,119,20,54,95,15,58,100,4,330,3.7,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178140020004","30761610020004","",2012,6,5,19,51979,1,3,20,17.6,84,75,12,44,50,1,307,85.5,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178141020004","30761610020004","",2012,6,5,19,51979,1,4,20,20.9,79,66,12,46,50,1,299,90.5,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178142020004","30761610020004","",2012,6,5,19,51979,1,5,20,11,75,58,12,48,50,2,290,124.5,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178138020004","30761610020004","",2012,6,5,19,51979,1,1,20,15.1,65,67,12,37,50,3,232,57,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178139020004","30761610020004","",2012,6,5,19,51979,1,2,20,12.4,57,65,12,33,50,3,250,59.8,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177286814020004","30761611020004","",2012,6,5,19,52420,1,1,264,14.4,54,138,24,42,100,3,51,47.9,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178417020004","30761612020004","",2012,6,5,19,81557,1,855,15,14.7,53,37,12,56,50,1,330,12.4,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178415020004","30761612020004","",2012,6,5,19,81557,1,2,15,14.5,77,61,12,57,50,2,2,43,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178416020004","30761612020004","",2012,6,5,19,81557,1,3,15,12.5,61,41,12,59,50,2,122,68.9,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178418020004","30761612020004","",2012,6,5,19,81557,2,856,116,17.3,39,86,11,43,50,3,198,169.1,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178414020004","30761612020004","",2012,6,5,19,81557,1,1,15,15.1,68,54,12,54,50,4,9,49,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178576020004","30761613020004","",2012,6,5,19,85261,1,1,15,19,92,52,12,75,50,1,299,36.9,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178578020004","30761613020004","",2012,6,5,19,85261,1,2,15,19.1,91,51,12,76,50,1,170,52.1,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178580020004","30761613020004","",2012,6,5,19,85261,1,10,15,20.1,101,63,12,73,50,1,256,28.2,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178577020004","30761613020004","",2012,6,5,19,85261,2,1,15,19,92,52,12,75,50,1,299,36.9,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178579020004","30761613020004","",2012,6,5,19,85261,2,2,15,19.1,91,51,12,76,50,1,170,52.1,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178581020004","30761613020004","",2012,6,5,19,85261,2,10,15,20.1,101,63,12,73,50,1,256,28.2,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178901020004","30761617020004","",2012,6,5,19,62708,2,1,122,29.6,151,91,11,157,50,1,278,,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178902020004","30761617020004","",2012,6,5,19,62708,2,2,122,25.2,113,44,11,168,50,1,289,,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177178966020004","30761618020004","",2012,6,5,19,57574,2,1,127,18.2,59,72,24,72,50,1,160,85.4,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"187384630020004","30761857020004","",2012,6,6,27,67614,1,141,108,17.2,43,80,21,53,100,1,326,17.4,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"187384629020004","30761857020004","",2012,6,6,27,67614,1,2,108,23.4,59,135,21,51,100,3,18,57.8,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"187384631020004","30761857020004","",2012,6,6,27,67614,1,148,108,7.1,30,32,21,70,100,3,225,18.5,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"187384628020004","30761857020004","",2012,6,6,27,67614,1,1,108,23.5,44,113,21,43,100,4,44,50,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"23831349010900","23831342010900","",2002,6,5,3,98052,1,1109,116,13.3,39,82,11,24,50,4,103,27.4,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23831350010900","23831342010900","",2002,6,5,3,98052,1,1110,116,14.4,35,80,11,22,50,4,103,35.8,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23831352010900","23831342010900","",2002,6,5,3,98052,1,479,116,16.3,49,68,11,34,50,2,58,22.3,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23831596010900","23831590010900","",2002,6,5,3,73512,1,435,20,19.6,61,46,12,48,50,4,258,15.3,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23793940010900","23793929010900","",2002,6,5,39,92314,1,600,108,14.9,67,133,21,60,100,1,203,13.9,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23793938010900","23793929010900","",2002,6,5,39,92314,1,106,108,13.6,56,68,21,71,100,3,27,15.9,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23793939010900","23793929010900","",2002,6,5,39,92314,1,132,108,13.2,59,104,21,60,100,2,216,12.4,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23793937010900","23793929010900","",2002,6,5,39,92314,1,1015,108,19.5,69,126,21,64,100,4,8,28.5,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23793936010900","23793929010900","",2002,6,5,39,92314,1,1016,108,17.2,66,126,21,61,100,1,27,34.8,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23837460010900","23837450010900","",2002,6,1,15,71342,1,1591,211,38.8,127,210,16,60,50,,340,,2,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23837456010900","23837450010900","",2002,6,1,15,71342,1,1592,211,28.4,135,172,16,70,50,,70,,2,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23837457010900","23837450010900","",2002,6,1,15,71342,1,1593,211,35.9,149,300,16,70,50,,330,,2,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23837749010900","23837738010900","",2002,6,1,15,94190,2,226,211,49.3,105,102,16,70,50,2,188,25,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23837750010900","23837738010900","",2002,6,1,15,94190,2,229,211,35.4,85,78,16,60,50,2,244,23.7,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23837748010900","23837738010900","",2002,6,1,15,94190,2,221,211,39.9,99,80,16,70,50,2,44,15.6,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23801096010900","23801089010900","",2002,6,1,45,98892,1,762,202,37.5,118,71,10,97,100,4,308,57.2,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23801095010900","23801089010900","",2002,6,1,45,98892,1,755,202,24.8,112,61,10,100,100,4,60,33.9,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23801097010900","23801089010900","",2002,6,1,45,98892,1,763,202,24.2,97,65,10,84,100,4,315,31.4,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23816346010900","23816337010900","",2002,6,1,23,56117,1,361,202,20.4,64,28,10,95,100,1,322,23.6,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23816345010900","23816337010900","",2002,6,1,23,56117,1,359,202,17.3,62,27,10,95,100,1,80,17.8,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23811484010900","23811477010900","",2002,6,5,19,85261,1,2,15,19.1,91,51,12,76,50,1,170,52.1,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23811486010900","23811477010900","",2002,6,5,19,85261,1,10,15,20.1,101,63,12,73,50,1,256,28.2,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23811485010900","23811477010900","",2002,6,5,19,85261,1,1,15,19,92,52,12,75,50,1,299,36.9,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23833200010900","23833194010900","",2002,6,3,7,60928,1,1250,122,31.9,115,90,11,121,50,,212,,2,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23833202010900","23833194010900","",2002,6,3,7,60928,1,1251,122,21.5,87,94,11,90,50,,220,,2,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23833201010900","23833194010900","",2002,6,3,7,60928,1,1252,122,22.7,114,92,11,118,50,,329,,2,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23836927010900","23836921010900","",2002,6,4,13,87403,1,180,109,10.7,49,46,24,85,50,2,164,23.7,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23836928010900","23836921010900","",2002,6,4,13,87403,1,181,109,10.3,45,45,24,81,50,2,116,14.6,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23774113010900","23774105010900","",2002,6,3,57,79046,2,1202,122,29.1,101,93,11,104,50,,170,,2,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23774114010900","23774105010900","",2002,6,3,57,79046,2,1203,122,17.5,87,40,11,142,50,,51,,2,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23774116010900","23774105010900","",2002,6,3,57,79046,2,1204,122,32.4,116,88,11,123,50,,291,,2,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23774115010900","23774105010900","",2002,6,3,57,79046,2,1205,122,21.3,117,90,11,123,50,,259,,2,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23794154010900","23794148010900","",2002,6,5,39,77534,1,1017,108,17.2,36,53,21,58,100,3,116,21.7,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23794156010900","23794148010900","",2002,6,5,39,77534,1,1018,108,26.2,71,99,21,74,100,3,134,26.1,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23794155010900","23794148010900","",2002,6,5,39,77534,1,1019,108,25.5,68,125,21,63,100,3,140,26.4,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23779056010900","23779050010900","",2002,6,3,63,54163,1,625,20,21.3,90,89,12,53,50,1,102,23.7,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23779057010900","23779050010900","",2002,6,3,63,54163,1,627,20,18.8,113,94,12,64,50,1,112,20.9,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23779058010900","23779050010900","",2002,6,3,63,54163,1,630,20,26.6,105,74,12,68,50,1,190,58.8,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23779059010900","23779050010900","",2002,6,3,63,54163,1,631,20,26.5,111,84,12,67,50,1,196,56.2,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23796890010900","23796882010900","",2002,6,1,45,51571,1,1166,202,16.1,93,48,10,94,100,4,267,30.1,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"177248619020004","30764494020004","",2012,6,5,5,55365,1,1104,15,9.1,42,55,12,33,50,4,114,225.9,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177248620020004","30764494020004","",2012,6,5,5,55365,1,1105,15,8.7,28,29,12,36,50,4,196,34.9,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177248621020004","30764494020004","",2012,6,5,5,55365,1,1106,117,15.2,38,51,14,32,50,4,190,27.8,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177248844020004","30764573020004","",2012,6,5,5,72678,2,1,127,18.7,57,28,24,124,50,2,2,26.5,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177296770020004","30764575020004","",2012,6,5,5,87852,1,1,127,26.4,95,70,24,114,50,4,310,50.7,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177185239020004","30761808020004","",2012,6,6,27,85950,1,958,113,15.7,28,280,24,20,50,1,288,12.5,1,,1,"",2013-03-25,"20004","",2016-12-15,"489998",6,2
"177231688020004","30763110020004","",2012,6,2,93,92448,1,1516,15,17,88,78,12,61,50,3,40,52.7,1,,1,"",2013-03-25,"20004","",2016-12-15,"489998",6,2
"177231689020004","30763110020004","",2012,6,2,93,92448,1,1517,15,20.3,77,69,12,58,50,3,58,49.6,1,,1,"",2013-03-25,"20004","",2016-12-15,"489998",6,2
"177231690020004","30763110020004","",2012,6,2,93,92448,1,1518,15,19.3,88,75,12,63,50,3,32,48.9,1,,1,"",2013-03-25,"20004","",2016-12-15,"489998",6,2
"177231691020004","30763110020004","",2012,6,2,93,92448,1,1519,15,20.5,82,102,12,48,50,3,355,67.7,1,,1,"",2013-03-25,"20004","",2016-12-15,"489998",6,2
"177231692020004","30763110020004","",2012,6,2,93,92448,1,1520,15,19.3,86,89,12,55,50,3,344,72.2,1,,1,"",2013-03-25,"20004","",2016-12-15,"489998",6,2
"177232398020004","30763124020004","",2012,6,2,93,55198,1,559,15,16,47,67,12,33,50,2,64,18.2,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232400020004","30763124020004","",2012,6,2,93,55198,1,1534,15,31.7,70,235,12,27,50,3,17,88.7,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232401020004","30763124020004","",2012,6,2,93,55198,1,1535,15,13.9,37,109,12,19,50,3,306,63.6,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232399020004","30763124020004","",2012,6,2,93,55198,1,1533,15,19,50,100,12,27,50,4,186,50.5,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232613020004","30763125020004","",2012,6,2,93,53254,1,601,202,18.4,103,87,10,61,50,1,34,7.2,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232614020004","30763125020004","",2012,6,2,93,53254,2,601,202,18.4,103,87,10,78,100,1,34,7.2,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232615020004","30763125020004","",2012,6,2,93,53254,1,612,202,31.1,111,130,10,53,50,3,176,29.3,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232616020004","30763125020004","",2012,6,2,93,53254,2,612,202,31.1,111,130,10,72,100,3,176,29.3,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232617020004","30763125020004","",2012,6,2,93,53254,1,1508,202,14.2,66,54,10,53,50,,24,,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232619020004","30763125020004","",2012,6,2,93,53254,1,1509,202,16.6,96,73,10,63,50,,36,,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232618020004","30763125020004","",2012,6,2,93,53254,2,1508,202,14.2,66,54,10,63,100,,24,,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232620020004","30763125020004","",2012,6,2,93,53254,2,1509,202,16.6,96,73,10,78,100,,36,,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232740020004","30763126020004","",2012,6,2,93,59959,1,1634,202,18.4,76,80,10,47,50,1,74,31.9,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232745020004","30763126020004","",2012,6,2,93,59959,1,1639,122,10.6,58,54,11,46,50,3,253,17.6,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232741020004","30763126020004","",2012,6,2,93,59959,1,1635,202,14.2,69,51,10,57,50,4,358,60.6,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232839020004","30763127020004","",2012,6,2,93,98425,1,1627,202,18.1,59,36,10,63,50,3,191,93,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232840020004","30763127020004","",2012,6,2,93,98425,1,1628,202,18.9,76,71,10,51,50,4,7,114,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232841020004","30763127020004","",2012,6,2,93,98425,1,1629,202,17.6,75,48,10,65,50,4,359,101,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232951020004","30763128020004","",2012,6,2,93,71392,1,59,15,25.4,114,97,12,64,50,1,171,26.1,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232953020004","30763128020004","",2012,6,2,93,71392,1,82,15,15.5,96,79,12,60,50,1,87,15.3,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232954020004","30763128020004","",2012,6,2,93,71392,1,83,15,25.4,114,97,12,64,50,1,171,26.1,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232952020004","30763128020004","",2012,6,2,93,71392,1,81,15,28.5,129,96,12,72,50,2,330,42.5,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"177232955020004","30763128020004","",2012,6,2,93,71392,1,84,15,28.5,129,96,12,72,50,2,330,42.5,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"187379458020004","30763129020004","",2012,6,2,93,74597,1,59,202,13.2,62,85,10,37,50,1,91,19.3,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"187379459020004","30763129020004","",2012,6,2,93,74597,1,72,122,13.9,67,101,11,37,50,2,60,1.2,1,,1,"",2013-03-13,"20004","",2016-12-15,"489998",6,2
"23984404010900","23984393010900","",2002,6,2,105,81158,2,1356,122,16.2,74,66,11,94,50,1,97,50.9,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23984405010900","23984393010900","",2002,6,2,105,81158,2,1357,122,12.9,67,67,11,85,50,1,88,62.6,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23984406010900","23984393010900","",2002,6,2,105,81158,2,1358,122,18.3,78,69,11,96,50,1,93,95.9,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23984408010900","23984393010900","",2002,6,2,105,81158,2,533,122,24.3,102,110,11,98,50,3,311,54.6,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23994568010900","23994559010900","",2002,6,5,109,54584,1,1028,15,23.7,93,80,12,58,50,3,64,126.1,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23982223010900","23982208010900","",2002,6,3,103,78186,3,423,122,7.6,41,48,11,36,50,4,298,6.7,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23982224010900","23982208010900","",2002,6,3,103,78186,3,425,122,14.2,51,80,11,32,50,4,109,20.4,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23982221010900","23982208010900","",2002,6,3,103,78186,3,421,122,11.5,45,45,11,41,50,4,240,38.3,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23982222010900","23982208010900","",2002,6,3,103,78186,3,422,122,14.8,58,70,11,39,50,4,248,58.8,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23982225010900","23982208010900","",2002,6,3,103,78186,1,761,202,12.1,56,54,10,45,50,2,281,23.9,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23982227010900","23982208010900","",2002,6,3,103,78186,1,766,122,10.4,46,61,11,34,50,2,82,39.5,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23982220010900","23982208010900","",2002,6,3,103,78186,1,191,122,6.9,34,52,11,28,50,1,323,22.4,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23982226010900","23982208010900","",2002,6,3,103,78186,1,765,122,8.5,41,62,11,30,50,2,107,25.1,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23959923010900","23959916010900","",2002,6,2,89,62974,1,1468,202,20.8,89,70,10,60,50,1,35,42.2,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23959924010900","23959916010900","",2002,6,2,89,62974,1,1469,202,19.9,102,73,10,67,50,1,39,54.6,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23959922010900","23959916010900","",2002,6,2,89,62974,1,1470,202,20.8,110,65,10,78,50,2,126,26.3,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23959925010900","23959916010900","",2002,6,2,89,62974,1,1471,202,20.1,112,66,10,78,50,3,333,70.2,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23959927010900","23959916010900","",2002,6,2,89,62974,1,23,15,17.3,99,74,12,65,50,2,226,15.9,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23959926010900","23959916010900","",2002,6,2,89,62974,1,22,15,20.3,105,79,12,66,50,2,161,23.8,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23959928010900","23959916010900","",2002,6,2,89,62974,1,416,202,20,102,65,10,72,50,1,30,14.2,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23819884010900","23819877010900","",2002,6,1,23,91232,1,975,211,35.9,90,55,16,80,50,1,176,56.8,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23819883010900","23819877010900","",2002,6,1,23,91232,1,417,211,26.4,97,52,16,100,50,3,296,34,1,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23820117010900","23820106010900","",2002,6,1,23,97548,1,1503,202,18.6,91,32,10,118,100,,252,,2,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
"23820119010900","23820106010900","",2002,6,1,23,97548,1,1504,202,13.9,88,32,10,114,100,,220,,2,,1,"",2005-04-17,"10900","",2017-01-11,"489998",5,2
